Timestamp: 2026-06-09 15:07:48 | BTC: $62750.95 | NVDA: $208.64 | Ratio: 300.76
Timestamp: 2026-06-11 20:29:55 | BTC: $62950.71 | NVDA: $202.38 | Ratio: 311.04
Timestamp: 2026-06-11 20:30:06 | BTC: $62950.71 | NVDA: $202.43 | Ratio: 310.98
Timestamp: 2026-06-11 20:30:16 | BTC: $62948.79 | NVDA: $202.43 | Ratio: 310.97
Timestamp: 2026-06-11 20:30:26 | BTC: $62948.79 | NVDA: $202.41 | Ratio: 310.99
Timestamp: 2026-06-11 20:30:37 | BTC: $62884.01 | NVDA: $202.25 | Ratio: 310.92
Timestamp: 2026-06-11 20:30:47 | BTC: $62884.01 | NVDA: $202.25 | Ratio: 310.92
Timestamp: 2026-06-11 20:30:58 | BTC: $62839.51 | NVDA: $202.04 | Ratio: 311.03
Timestamp: 2026-06-11 20:31:09 | BTC: $62839.51 | NVDA: $202.09 | Ratio: 310.96
Timestamp: 2026-06-11 20:31:19 | BTC: $62833.95 | NVDA: $202.09 | Ratio: 310.93
Timestamp: 2026-06-11 20:31:30 | BTC: $62833.95 | NVDA: $202.23 | Ratio: 310.71
Timestamp: 2026-06-11 20:31:40 | BTC: $62875.36 | NVDA: $202.23 | Ratio: 310.91
Timestamp: 2026-06-11 20:31:50 | BTC: $62875.36 | NVDA: $202.12 | Ratio: 311.08
Timestamp: 2026-06-12 08:35:06 | BTC: $63430.74 | NVDA: $204.87 | Ratio: 309.61
Timestamp: 2026-06-12 08:35:16 | BTC: $63438.58 | NVDA: $204.87 | Ratio: 309.65
Timestamp: 2026-06-12 08:35:27 | BTC: $63448.52 | NVDA: $204.87 | Ratio: 309.70
Timestamp: 2026-06-12 08:35:38 | BTC: $63442.83 | NVDA: $204.87 | Ratio: 309.67
Timestamp: 2026-06-12 08:35:48 | BTC: $63442.84 | NVDA: $204.87 | Ratio: 309.67
Timestamp: 2026-06-12 08:35:59 | BTC: $63425.80 | NVDA: $204.87 | Ratio: 309.59
Timestamp: 2026-06-12 08:36:09 | BTC: $63425.80 | NVDA: $204.87 | Ratio: 309.59
Timestamp: 2026-06-12 09:33:17 | BTC: $63379.60 | NVDA: $204.87 | Ratio: 309.36
Timestamp: 2026-06-12 09:33:27 | BTC: $63385.89 | NVDA: $204.87 | Ratio: 309.40
Timestamp: 2026-06-12 09:33:38 | BTC: $63385.89 | NVDA: $204.87 | Ratio: 309.40
Timestamp: 2026-06-12 09:33:48 | BTC: $63384.80 | NVDA: $204.87 | Ratio: 309.39
Timestamp: 2026-06-12 09:33:59 | BTC: $63384.80 | NVDA: $204.87 | Ratio: 309.39
Timestamp: 2026-06-12 09:34:09 | BTC: $63392.07 | NVDA: $204.87 | Ratio: 309.43
Timestamp: 2026-06-12 12:52:45 | BTC: $62884.12 | NVDA: $204.87 | Ratio: 306.95
Timestamp: 2026-06-12 12:52:56 | BTC: $62877.48 | NVDA: $204.87 | Ratio: 306.91
Timestamp: 2026-06-12 12:53:06 | BTC: $62877.48 | NVDA: $204.87 | Ratio: 306.91
Timestamp: 2026-06-12 14:57:29 | BTC: $63400.50 | NVDA: $204.87 | Ratio: 309.47
Timestamp: 2026-06-12 14:57:43 | BTC: $63394.99 | NVDA: $204.87 | Ratio: 309.44
Timestamp: 2026-06-12 14:57:55 | BTC: $63394.99 | NVDA: $204.87 | Ratio: 309.44
Timestamp: 2026-06-12 14:58:07 | BTC: $63400.51 | NVDA: $204.87 | Ratio: 309.47
Timestamp: 2026-06-12 14:58:19 | BTC: $63404.06 | NVDA: $204.87 | Ratio: 309.48
Timestamp: 2026-06-12 15:36:23 | BTC: $63807.33 | NVDA: $204.87 | Ratio: 311.45
Timestamp: 2026-06-12 15:36:33 | BTC: $63807.33 | NVDA: $204.87 | Ratio: 311.45
Timestamp: 2026-06-12 15:36:44 | BTC: $63793.99 | NVDA: $204.87 | Ratio: 311.39
Timestamp: 2026-06-12 15:36:54 | BTC: $63793.99 | NVDA: $204.87 | Ratio: 311.39
Timestamp: 2026-06-12 15:37:05 | BTC: $63784.10 | NVDA: $204.87 | Ratio: 311.34
Timestamp: 2026-06-12 15:37:16 | BTC: $63784.10 | NVDA: $204.87 | Ratio: 311.34
Timestamp: 2026-06-12 15:37:26 | BTC: $63797.85 | NVDA: $204.87 | Ratio: 311.41
Timestamp: 2026-06-12 19:09:58 | BTC: $63395.99 | NVDA: $204.87 | Ratio: 309.44
Timestamp: 2026-06-12 19:10:09 | BTC: $63361.31 | NVDA: $204.87 | Ratio: 309.28
Timestamp: 2026-06-12 19:10:19 | BTC: $63355.99 | NVDA: $204.87 | Ratio: 309.25
Timestamp: 2026-06-12 19:10:30 | BTC: $63355.99 | NVDA: $204.87 | Ratio: 309.25
Timestamp: 2026-06-12 19:10:40 | BTC: $63362.98 | NVDA: $204.87 | Ratio: 309.28
Timestamp: 2026-06-13 08:20:01 | BTC: $63747.35 | NVDA: $205.19 | Ratio: 310.67
Timestamp: 2026-06-13 08:20:12 | BTC: $63742.59 | NVDA: $205.19 | Ratio: 310.65
Timestamp: 2026-06-13 08:20:22 | BTC: $63742.59 | NVDA: $205.19 | Ratio: 310.65
Timestamp: 2026-06-13 08:20:33 | BTC: $63739.39 | NVDA: $205.19 | Ratio: 310.64
Timestamp: 2026-06-13 08:20:43 | BTC: $63724.46 | NVDA: $205.19 | Ratio: 310.56
Timestamp: 2026-06-13 08:20:54 | BTC: $63724.46 | NVDA: $205.19 | Ratio: 310.56
Timestamp: 2026-06-13 08:21:04 | BTC: $63704.60 | NVDA: $205.19 | Ratio: 310.47
Timestamp: 2026-06-13 08:21:14 | BTC: $63704.60 | NVDA: $205.19 | Ratio: 310.47
Timestamp: 2026-06-13 08:21:21 | BTC: $63709.02 | NVDA: $205.19 | Ratio: 310.49
Timestamp: 2026-06-13 08:21:25 | BTC: $63701.11 | NVDA: $205.19 | Ratio: 310.45
Timestamp: 2026-06-13 08:21:32 | BTC: $63701.11 | NVDA: $205.19 | Ratio: 310.45
Timestamp: 2026-06-13 08:21:35 | BTC: $63701.11 | NVDA: $205.19 | Ratio: 310.45
Timestamp: 2026-06-13 08:21:42 | BTC: $63701.11 | NVDA: $205.19 | Ratio: 310.45
Timestamp: 2026-06-13 08:21:46 | BTC: $63711.60 | NVDA: $205.19 | Ratio: 310.50
Timestamp: 2026-06-13 08:21:53 | BTC: $63707.85 | NVDA: $205.19 | Ratio: 310.48
Timestamp: 2026-06-13 08:21:56 | BTC: $63711.60 | NVDA: $205.19 | Ratio: 310.50
Timestamp: 2026-06-13 08:22:07 | BTC: $63729.21 | NVDA: $205.19 | Ratio: 310.59
Timestamp: 2026-06-13 08:22:17 | BTC: $63729.21 | NVDA: $205.19 | Ratio: 310.59
Timestamp: 2026-06-13 08:22:28 | BTC: $63722.74 | NVDA: $205.19 | Ratio: 310.55
Timestamp: 2026-06-13 08:22:38 | BTC: $63722.74 | NVDA: $205.19 | Ratio: 310.55
Timestamp: 2026-06-13 08:22:48 | BTC: $63713.88 | NVDA: $205.19 | Ratio: 310.51
Timestamp: 2026-06-13 08:22:59 | BTC: $63724.84 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:23:09 | BTC: $63724.84 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:23:20 | BTC: $63726.06 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:23:30 | BTC: $63726.06 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:23:41 | BTC: $63726.07 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:23:51 | BTC: $63726.07 | NVDA: $205.19 | Ratio: 310.57
Timestamp: 2026-06-13 08:24:02 | BTC: $63723.36 | NVDA: $205.19 | Ratio: 310.56
Timestamp: 2026-06-13 08:24:12 | BTC: $63723.36 | NVDA: $205.19 | Ratio: 310.56
Timestamp: 2026-06-13 08:24:23 | BTC: $63712.79 | NVDA: $205.19 | Ratio: 310.51
Timestamp: 2026-06-13 08:24:33 | BTC: $63712.79 | NVDA: $205.19 | Ratio: 310.51
Timestamp: 2026-06-13 08:24:44 | BTC: $63716.01 | NVDA: $205.19 | Ratio: 310.52
Timestamp: 2026-06-13 08:24:54 | BTC: $63716.01 | NVDA: $205.19 | Ratio: 310.52
Timestamp: 2026-06-13 08:25:04 | BTC: $63716.01 | NVDA: $205.19 | Ratio: 310.52
Timestamp: 2026-06-13 08:25:15 | BTC: $63713.26 | NVDA: $205.19 | Ratio: 310.51
Timestamp: 2026-06-13 08:25:25 | BTC: $63713.26 | NVDA: $205.19 | Ratio: 310.51
Timestamp: 2026-06-13 08:25:36 | BTC: $63684.00 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:25:46 | BTC: $63684.00 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:25:57 | BTC: $63683.96 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:26:07 | BTC: $63683.96 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:26:18 | BTC: $63689.99 | NVDA: $205.19 | Ratio: 310.40
Timestamp: 2026-06-13 08:26:28 | BTC: $63693.11 | NVDA: $205.19 | Ratio: 310.41
Timestamp: 2026-06-13 08:26:39 | BTC: $63704.90 | NVDA: $205.19 | Ratio: 310.47
Timestamp: 2026-06-13 08:26:49 | BTC: $63704.90 | NVDA: $205.19 | Ratio: 310.47
Timestamp: 2026-06-13 08:26:59 | BTC: $63700.30 | NVDA: $205.19 | Ratio: 310.45
Timestamp: 2026-06-13 08:27:10 | BTC: $63695.99 | NVDA: $205.19 | Ratio: 310.42
Timestamp: 2026-06-13 08:27:20 | BTC: $63695.99 | NVDA: $205.19 | Ratio: 310.42
Timestamp: 2026-06-13 08:27:31 | BTC: $63688.41 | NVDA: $205.19 | Ratio: 310.39
Timestamp: 2026-06-13 08:27:41 | BTC: $63688.41 | NVDA: $205.19 | Ratio: 310.39
Timestamp: 2026-06-13 08:27:52 | BTC: $63676.32 | NVDA: $205.19 | Ratio: 310.33
Timestamp: 2026-06-13 08:28:02 | BTC: $63685.14 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:28:12 | BTC: $63685.14 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:28:23 | BTC: $63688.81 | NVDA: $205.19 | Ratio: 310.39
Timestamp: 2026-06-13 08:28:33 | BTC: $63688.81 | NVDA: $205.19 | Ratio: 310.39
Timestamp: 2026-06-13 08:28:44 | BTC: $63685.15 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:28:54 | BTC: $63685.15 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:29:05 | BTC: $63689.99 | NVDA: $205.19 | Ratio: 310.40
Timestamp: 2026-06-13 08:29:15 | BTC: $63689.99 | NVDA: $205.19 | Ratio: 310.40
Timestamp: 2026-06-13 08:29:25 | BTC: $63665.99 | NVDA: $205.19 | Ratio: 310.28
Timestamp: 2026-06-13 08:29:36 | BTC: $63670.00 | NVDA: $205.19 | Ratio: 310.30
Timestamp: 2026-06-13 08:29:47 | BTC: $63670.00 | NVDA: $205.19 | Ratio: 310.30
Timestamp: 2026-06-13 08:29:57 | BTC: $63681.98 | NVDA: $205.19 | Ratio: 310.36
Timestamp: 2026-06-13 08:30:08 | BTC: $63677.84 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:30:18 | BTC: $63681.93 | NVDA: $205.19 | Ratio: 310.36
Timestamp: 2026-06-13 08:30:28 | BTC: $63685.69 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:30:39 | BTC: $63685.69 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:30:49 | BTC: $63675.59 | NVDA: $205.19 | Ratio: 310.33
Timestamp: 2026-06-13 08:31:00 | BTC: $63687.25 | NVDA: $205.19 | Ratio: 310.38
Timestamp: 2026-06-13 08:31:10 | BTC: $63687.25 | NVDA: $205.19 | Ratio: 310.38
Timestamp: 2026-06-13 08:31:21 | BTC: $63678.80 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:31:31 | BTC: $63678.80 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:31:42 | BTC: $63678.79 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:31:52 | BTC: $63678.79 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:32:03 | BTC: $63681.11 | NVDA: $205.19 | Ratio: 310.35
Timestamp: 2026-06-13 08:32:13 | BTC: $63681.11 | NVDA: $205.19 | Ratio: 310.35
Timestamp: 2026-06-13 08:32:24 | BTC: $63680.43 | NVDA: $205.19 | Ratio: 310.35
Timestamp: 2026-06-13 08:32:34 | BTC: $63680.43 | NVDA: $205.19 | Ratio: 310.35
Timestamp: 2026-06-13 08:32:44 | BTC: $63647.80 | NVDA: $205.19 | Ratio: 310.19
Timestamp: 2026-06-13 08:32:55 | BTC: $63647.82 | NVDA: $205.19 | Ratio: 310.19
Timestamp: 2026-06-13 08:33:05 | BTC: $63647.82 | NVDA: $205.19 | Ratio: 310.19
Timestamp: 2026-06-13 08:33:16 | BTC: $63653.27 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:33:26 | BTC: $63653.27 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:33:37 | BTC: $63656.10 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 08:33:47 | BTC: $63656.10 | NVDA: $205.19 | Ratio: 310.23
Timestamp: 2026-06-13 08:33:58 | BTC: $63662.83 | NVDA: $205.19 | Ratio: 310.26
Timestamp: 2026-06-13 08:34:08 | BTC: $63662.83 | NVDA: $205.19 | Ratio: 310.26
Timestamp: 2026-06-13 08:34:18 | BTC: $63669.21 | NVDA: $205.19 | Ratio: 310.29
Timestamp: 2026-06-13 08:34:29 | BTC: $63666.00 | NVDA: $205.19 | Ratio: 310.28
Timestamp: 2026-06-13 08:34:39 | BTC: $63666.00 | NVDA: $205.19 | Ratio: 310.28
Timestamp: 2026-06-13 08:34:50 | BTC: $63684.03 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:35:00 | BTC: $63684.03 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:35:11 | BTC: $63663.63 | NVDA: $205.19 | Ratio: 310.27
Timestamp: 2026-06-13 08:35:21 | BTC: $63663.63 | NVDA: $205.19 | Ratio: 310.27
Timestamp: 2026-06-13 08:35:32 | BTC: $63653.26 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:35:42 | BTC: $63653.26 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:35:53 | BTC: $63653.26 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:36:03 | BTC: $63653.26 | NVDA: $205.19 | Ratio: 310.22
Timestamp: 2026-06-13 08:36:14 | BTC: $63672.01 | NVDA: $205.19 | Ratio: 310.31
Timestamp: 2026-06-13 08:36:24 | BTC: $63672.01 | NVDA: $205.19 | Ratio: 310.31
Timestamp: 2026-06-13 08:36:35 | BTC: $63669.57 | NVDA: $205.19 | Ratio: 310.30
Timestamp: 2026-06-13 08:36:45 | BTC: $63669.57 | NVDA: $205.19 | Ratio: 310.30
Timestamp: 2026-06-13 08:36:56 | BTC: $63671.51 | NVDA: $205.19 | Ratio: 310.31
Timestamp: 2026-06-13 08:37:06 | BTC: $63671.51 | NVDA: $205.19 | Ratio: 310.31
Timestamp: 2026-06-13 08:37:17 | BTC: $63678.15 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:37:28 | BTC: $63678.15 | NVDA: $205.19 | Ratio: 310.34
Timestamp: 2026-06-13 08:37:38 | BTC: $63684.93 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:37:49 | BTC: $63684.93 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:38:00 | BTC: $63684.94 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:38:10 | BTC: $63684.94 | NVDA: $205.19 | Ratio: 310.37
Timestamp: 2026-06-13 08:38:20 | BTC: $63666.36 | NVDA: $205.19 | Ratio: 310.28
